"DATE"|"CODE"|"STATION"|"SHORT_WAVE_FROM_SKY (W/m2 min)"|"SHORT_WAVE_REFLECTED(W/m2 min)"|"SHORT_WAVE_GLOBAL (W/m2 min)"|"IR_FROM_SKY_AVG (W/m2 min)"|"IR_FROM_EARTH_AVG (W/m2 min)"|"NET_RADIATION_AVG (W/m2 min)"
"2023:12:21 23:40"|"6434"|"MELLE"|0|0||337.9|353.3|-16.2
"2023:12:21 23:50"|"6434"|"MELLE"|0|0||340.8|352.9|-14.2
"2023:12:22 00:00"|"6434"|"MELLE"|0|0||340.5|350.4|-12.5
"2023:12:22 00:10"|"6434"|"MELLE"|0|0||339.8|347.7|-9
"2023:12:22 00:20"|"6434"|"MELLE"|0|0||305.8|346.6|-42.4
"2023:12:22 00:30"|"6434"|"MELLE"|0|0||277.6|343.9|-68.8
"2023:12:22 00:40"|"6434"|"MELLE"|0|0||277|344.7|-69.4
"2023:12:22 00:50"|"6434"|"MELLE"|0|0||298.4|345.4|-47.5
"2023:12:22 01:00"|"6434"|"MELLE"|0|0||301.7|345.1|-43.6
"2023:12:22 01:10"|"6434"|"MELLE"|0|0||317.4|346.6|-29.2
"2023:12:22 01:20"|"6434"|"MELLE"|0|0||313.7|347.3|-34.7
"2023:12:22 01:30"|"6434"|"MELLE"|0|0||297.7|346.8|-51.2
"2023:12:22 01:40"|"6434"|"MELLE"|0|0||302|347.1|-47
"2023:12:22 01:50"|"6434"|"MELLE"|0|0||316.4|348.3|-33.3
"2023:12:22 02:00"|"6434"|"MELLE"|0|0||320.4|349|-29.8
"2023:12:22 02:10"|"6434"|"MELLE"|0|0||312.4|347.8|-36.8
"2023:12:22 02:20"|"6434"|"MELLE"|0|0||316|347.6|-32.8
"2023:12:22 02:30"|"6434"|"MELLE"|0|0||323.5|348.8|-27
"2023:12:22 02:40"|"6434"|"MELLE"|0|0||321.9|348.8|-28.2
"2023:12:22 02:50"|"6434"|"MELLE"|0|0||331.9|348.9|-19.5
"2023:12:22 03:00"|"6434"|"MELLE"|0|0||338.2|349.4|-13.6
"2023:12:22 03:10"|"6434"|"MELLE"|0|0||335.1|348.6|-15.2
"2023:12:22 03:20"|"6434"|"MELLE"|0|0||345.1|348.3|-4.7
"2023:12:22 03:30"|"6434"|"MELLE"|0|0||349|347.9|0.3
"2023:12:22 03:40"|"6434"|"MELLE"|0|0||350.7|348.3|1.8
"2023:12:22 03:50"|"6434"|"MELLE"|0|0||351.2|348.2|2.5
"2023:12:22 04:00"|"6434"|"MELLE"|0|0||351|347|3.4
"2023:12:22 04:10"|"6434"|"MELLE"|0|0||350.4|346.1|3.9
"2023:12:22 04:20"|"6434"|"MELLE"|0|0||348.4|344.7|3.7
"2023:12:22 04:30"|"6434"|"MELLE"|0|0||347.7|343.9|4.2
"2023:12:22 04:40"|"6434"|"MELLE"|0|0||348.2|345.6|4.2
"2023:12:22 04:50"|"6434"|"MELLE"|0|0||348.3|345.8|3.7
"2023:12:22 05:00"|"6434"|"MELLE"|0|0||345.5|346.2|0.6
"2023:12:22 05:10"|"6434"|"MELLE"|0|0||339.3|347|-6
"2023:12:22 05:20"|"6434"|"MELLE"|0|0||330.2|347.3|-15.6
"2023:12:22 05:30"|"6434"|"MELLE"|0|0||339.3|349.2|-7.8
"2023:12:22 05:40"|"6434"|"MELLE"|0|0||340|350|-8.1
"2023:12:22 05:50"|"6434"|"MELLE"|0|0||332.3|349.8|-15.7
"2023:12:22 06:00"|"6434"|"MELLE"|0|0||328.5|349.8|-20.1
"2023:12:22 06:10"|"6434"|"MELLE"|0|0||332.3|350.2|-17.8
"2023:12:22 06:20"|"6434"|"MELLE"|0|0||339.9|351.1|-12.1
"2023:12:22 06:30"|"6434"|"MELLE"|0|0||343.3|351|-8.8
"2023:12:22 06:40"|"6434"|"MELLE"|0|0||345.2|351.4|-6.9
"2023:12:22 06:50"|"6434"|"MELLE"|0|0||346.4|351.5|-5.9
"2023:12:22 07:00"|"6434"|"MELLE"|0|0||345.6|352.2|-7.2
"2023:12:22 07:10"|"6434"|"MELLE"|0|0||340.2|352.6|-13.3
"2023:12:22 07:20"|"6434"|"MELLE"|0|0||346.6|352.9|-8
"2023:12:22 07:30"|"6434"|"MELLE"|0|0||350.6|352.8|-3.3
"2023:12:22 07:40"|"6434"|"MELLE"|0|0||354.2|353.7|-0.2
"2023:12:22 07:50"|"6434"|"MELLE"|0|0||353.9|354.3|-0.4
"2023:12:22 08:00"|"6434"|"MELLE"|0|0||355.2|354.6|1
"2023:12:22 08:10"|"6434"|"MELLE"|0|0||355.6|355|2.1
"2023:12:22 08:20"|"6434"|"MELLE"|3|0||355.7|355.5|4.2
"2023:12:22 08:30"|"6434"|"MELLE"|3.4|0||356.1|356|4.4
"2023:12:22 08:40"|"6434"|"MELLE"|7|0||355.5|356.5|6
"2023:12:22 08:50"|"6434"|"MELLE"|9.5|0.5||355.6|356.7|8
"2023:12:22 09:00"|"6434"|"MELLE"|14.4|1.3||355.8|357.1|11.8
"2023:12:22 09:10"|"6434"|"MELLE"|15|1.9||355.4|357.6|10.9
"2023:12:22 09:20"|"6434"|"MELLE"|11.6|0.4||354.7|357.4|8.6
"2023:12:22 09:30"|"6434"|"MELLE"|5.8|0||354.4|357.4|3.5
"2023:12:22 09:40"|"6434"|"MELLE"|27.1|2.5||351.1|357.9|17.8
"2023:12:22 09:50"|"6434"|"MELLE"|22.1|0.8||348.9|358.2|12
"2023:12:22 10:00"|"6434"|"MELLE"|27|1.8||348.4|359|14.6
"2023:12:22 10:10"|"6434"|"MELLE"|20.3|0.5||350.9|359.3|11.4
"2023:12:22 10:20"|"6434"|"MELLE"|20|0||350.8|359.3|11.6
"2023:12:22 10:30"|"6434"|"MELLE"|23.4|0.8||351.5|359.7|14.4
"2023:12:22 10:40"|"6434"|"MELLE"|34|4.7||352|360.4|21
"2023:12:22 10:50"|"6434"|"MELLE"|30.4|4.3||353.2|359.7|19.6
"2023:12:22 11:00"|"6434"|"MELLE"|33|3.8||352.6|359.9|21.8
"2023:12:22 11:10"|"6434"|"MELLE"|54.4|7.8||351.5|360.9|37.2
"2023:12:22 11:20"|"6434"|"MELLE"|30.4|2.5||350.8|360.1|18.5
"2023:12:22 11:30"|"6434"|"MELLE"|27.6|2.2||350.6|359.8|16.2
"2023:12:22 11:40"|"6434"|"MELLE"|56.1|8.7||347.9|360.5|34.7
"2023:12:22 11:50"|"6434"|"MELLE"|64.7|11.6||348.2|361.1|40.2
"2023:12:22 12:00"|"6434"|"MELLE"|82.2|15.2||343.9|361.5|49.4
"2023:12:22 12:10"|"6434"|"MELLE"|81.3|15.2||346.3|361.6|50.8
"2023:12:22 12:20"|"6434"|"MELLE"|71.8|12.8||348.3|362|45.2
"2023:12:22 12:30"|"6434"|"MELLE"|36.3|5||350.1|360.4|20.9
"2023:12:22 12:40"|"6434"|"MELLE"|33.5|6||353.1|360.5|20.1
"2023:12:22 12:50"|"6434"|"MELLE"|46.6|8.2||352.3|360.8|30
"2023:12:22 13:00"|"6434"|"MELLE"|35.2|5.8||351.1|360.5|20
"2023:12:22 13:10"|"6434"|"MELLE"|32.7|5.1||349.9|360|17.5
"2023:12:22 13:20"|"6434"|"MELLE"|40.1|6.4||349|360.5|22.1
"2023:12:22 13:30"|"6434"|"MELLE"|34.8|5.6||350.2|360.3|19.2
"2023:12:22 13:40"|"6434"|"MELLE"|33|5||350.1|360.3|17.9
"2023:12:22 13:50"|"6434"|"MELLE"|28.1|4.6||351.2|360.4|14.3
"2023:12:22 14:00"|"6434"|"MELLE"|32.2|5.1||347.7|360|14.8
"2023:12:22 14:10"|"6434"|"MELLE"|32.1|4.7||342.5|359.7|10.2
"2023:12:22 14:20"|"6434"|"MELLE"|25.2|3.1||343|359.4|5.8
"2023:12:22 14:30"|"6434"|"MELLE"|15.2|0.9||346.5|359.3|1.3
"2023:12:22 14:40"|"6434"|"MELLE"|8.1|0||349|359.3|-1.8
"2023:12:22 14:50"|"6434"|"MELLE"|6|0||349.2|359.3|-3
"2023:12:22 15:00"|"6434"|"MELLE"|3.6|0||348.8|359.3|-5.4
"2023:12:22 15:10"|"6434"|"MELLE"|1.4|0||348.3|359.3|-7.4
"2023:12:22 15:20"|"6434"|"MELLE"|0.7|0||348.1|359.4|-8.7
"2023:12:22 15:30"|"6434"|"MELLE"|0.9|0||346.4|359.2|-9.9
"2023:12:22 15:40"|"6434"|"MELLE"|0.3|0||345.3|359.1|-11.5
"2023:12:22 15:50"|"6434"|"MELLE"|0|0||345.5|358.8|-11.2
"2023:12:22 16:00"|"6434"|"MELLE"|0|0||347.9|358.9|-10.3
"2023:12:22 16:10"|"6434"|"MELLE"|0|0||345.2|358.8|-13.7
"2023:12:22 16:20"|"6434"|"MELLE"|0|0||341.7|358.7|-17.5
"2023:12:22 16:30"|"6434"|"MELLE"|0|0||346.8|359|-12.5
"2023:12:22 16:40"|"6434"|"MELLE"|0|0||348.5|358.7|-11.7
"2023:12:22 16:50"|"6434"|"MELLE"|0|0||347.8|358.8|-11.3
"2023:12:22 17:00"|"6434"|"MELLE"|0|0||345|358.4|-13.7
"2023:12:22 17:10"|"6434"|"MELLE"|0|0||346.7|358.8|-12.5
"2023:12:22 17:20"|"6434"|"MELLE"|0|0||347.8|359|-11.5
"2023:12:22 17:30"|"6434"|"MELLE"|0|0||345.6|359|-13.6
"2023:12:22 17:40"|"6434"|"MELLE"|0|0||335.3|358.2|-23.6
"2023:12:22 17:50"|"6434"|"MELLE"|0|0||330.3|357.7|-28.1
"2023:12:22 18:00"|"6434"|"MELLE"|0|0||325.9|357.4|-32.5
"2023:12:22 18:10"|"6434"|"MELLE"|0|0||325.6|357.3|-32.6
"2023:12:22 18:20"|"6434"|"MELLE"|0|0||327.1|357.4|-31.1
"2023:12:22 18:30"|"6434"|"MELLE"|0|0||321.1|356.6|-36.6
"2023:12:22 18:40"|"6434"|"MELLE"|0|0||329.6|356.9|-28.1
"2023:12:22 18:50"|"6434"|"MELLE"|0|0||333.7|357.3|-24.3
"2023:12:22 19:00"|"6434"|"MELLE"|0|0||334.1|357.3|-23.9
"2023:12:22 19:10"|"6434"|"MELLE"|0|0||322.8|356.3|-34.5
"2023:12:22 19:20"|"6434"|"MELLE"|0|0||322.7|356|-34.4
"2023:12:22 19:30"|"6434"|"MELLE"|0|0||323.8|356.4|-33.7
"2023:12:22 19:40"|"6434"|"MELLE"|0|0||331|357.1|-27
"2023:12:22 19:50"|"6434"|"MELLE"|0|0||317.9|356|-39.2
"2023:12:22 20:00"|"6434"|"MELLE"|0|0||311|354.9|-45.4
"2023:12:22 20:10"|"6434"|"MELLE"|0|0||320.4|355.4|-36.3
"2023:12:22 20:20"|"6434"|"MELLE"|0|0||313.4|355|-43
"2023:12:22 20:30"|"6434"|"MELLE"|0|0||306.4|354.6|-49.7
"2023:12:22 20:40"|"6434"|"MELLE"|0|0||318.2|355.1|-38
"2023:12:22 20:50"|"6434"|"MELLE"|0|0||310.3|354.6|-45.8
"2023:12:22 21:00"|"6434"|"MELLE"|0|0||330.1|355.7|-26.5
"2023:12:22 21:10"|"6434"|"MELLE"|0|0||325|355.3|-31.2
"2023:12:22 21:20"|"6434"|"MELLE"|0|0||321|355|-35.1
"2023:12:22 21:30"|"6434"|"MELLE"|0|0||309.6|354|-46
"2023:12:22 21:40"|"6434"|"MELLE"|0|0||312.7|354.4|-42.9
"2023:12:22 21:50"|"6434"|"MELLE"|0|0||287.5|351.7|-66.5
"2023:12:22 22:00"|"6434"|"MELLE"|0|0||277.6|350.9|-76
"2023:12:22 22:10"|"6434"|"MELLE"|0|0||280.1|350.8|-73.3
"2023:12:22 22:20"|"6434"|"MELLE"|0|0||282.3|350.1|-70.5
"2023:12:22 22:30"|"6434"|"MELLE"|0|0||318.8|352.6|-35.2
"2023:12:22 22:40"|"6434"|"MELLE"|0|0||338|354.5|-17.1
"2023:12:22 22:50"|"6434"|"MELLE"|0|0||346.9|355.4|-9
"2023:12:22 23:00"|"6434"|"MELLE"|0|0||326.3|354|-28.6
"2023:12:22 23:10"|"6434"|"MELLE"|0|0||332.3|354|-22.3
"2023:12:22 23:20"|"6434"|"MELLE"|0|0||340.9|354.3|-13.9
"2023:12:22 23:30"|"6434"|"MELLE"|0|0||330.9|353.3|-23
"2023:12:22 23:40"|"6434"|"MELLE"|0|0||336.3|353.5|-17.9
"2023:12:22 23:50"|"6434"|"MELLE"|0|0||328|353.1|-25.9
"2023:12:23 00:00"|"6434"|"MELLE"|0|0||317.1|352.3|-36.4
"2023:12:23 00:10"|"6434"|"MELLE"|0|0||318.6|351.5|-34.4
"2023:12:23 00:20"|"6434"|"MELLE"|0|0||326.8|352.4|-26.6
"2023:12:23 00:30"|"6434"|"MELLE"|0|0||330.3|352.4|-23
"2023:12:23 00:40"|"6434"|"MELLE"|0|0||333.1|353.1|-20.7
"2023:12:23 00:50"|"6434"|"MELLE"|0|0||313.3|351.7|-39.8
"2023:12:23 01:00"|"6434"|"MELLE"|0|0||305.4|351|-47.2
"2023:12:23 01:10"|"6434"|"MELLE"|0|0||319.9|351.5|-32.7
"2023:12:23 01:20"|"6434"|"MELLE"|0|0||320|351.8|-32.8
"2023:12:23 01:30"|"6434"|"MELLE"|0|0||324.2|351.9|-28.5
"2023:12:23 01:40"|"6434"|"MELLE"|0|0||317.5|351.4|-35.3
"2023:12:23 01:50"|"6434"|"MELLE"|0|0||327.1|352.1|-25.9
"2023:12:23 02:00"|"6434"|"MELLE"|0|0||320.2|351.7|-32.5
"2023:12:23 02:10"|"6434"|"MELLE"|0|0||324.6|352.1|-28.3
"2023:12:23 02:20"|"6434"|"MELLE"|0|0||329.8|352.6|-23.5
"2023:12:23 02:30"|"6434"|"MELLE"|0|0||332.5|352.7|-20.8
"2023:12:23 02:40"|"6434"|"MELLE"|0|0||328.7|352.5|-24.6
"2023:12:23 02:50"|"6434"|"MELLE"|0|0||337.2|353.3|-16.7
"2023:12:23 03:00"|"6434"|"MELLE"|0|0||339.4|353.8|-14.6
"2023:12:23 03:10"|"6434"|"MELLE"|0|0||338.2|353.9|-16.1
"2023:12:23 03:20"|"6434"|"MELLE"|0|0||331.7|353.2|-22
"2023:12:23 03:30"|"6434"|"MELLE"|0|0||330.9|352.9|-22.7
"2023:12:23 03:40"|"6434"|"MELLE"|0|0||336.8|353.6|-17.2
"2023:12:23 03:50"|"6434"|"MELLE"|0|0||341.3|354|-12.9
"2023:12:23 04:00"|"6434"|"MELLE"|0|0||342.8|354.1|-11.5
"2023:12:23 04:10"|"6434"|"MELLE"|0|0||344.4|354.3|-10.1
"2023:12:23 04:20"|"6434"|"MELLE"|0|0||345.5|354.5|-9.2
"2023:12:23 04:30"|"6434"|"MELLE"|0|0||345.8|354.6|-9.4
"2023:12:23 04:40"|"6434"|"MELLE"|0|0||346.9|354.5|-9.7
"2023:12:23 04:50"|"6434"|"MELLE"|0|0||347.2|354.2|-9.1
"2023:12:23 05:00"|"6434"|"MELLE"|0|0||344.3|353.5|-11.2
"2023:12:23 05:10"|"6434"|"MELLE"|0|0||340.1|353.2|-13.7
"2023:12:23 05:20"|"6434"|"MELLE"|0|0||341.9|353.5|-12
"2023:12:23 05:30"|"6434"|"MELLE"|0|0||342.8|353.9|-11.3
"2023:12:23 05:40"|"6434"|"MELLE"|0|0||341.4|354.1|-13.1
"2023:12:23 05:50"|"6434"|"MELLE"|0|0||335.4|354.1|-19
"2023:12:23 06:00"|"6434"|"MELLE"|0|0||341.7|354.9|-13.4
"2023:12:23 06:10"|"6434"|"MELLE"|0|0||341.7|355.1|-13.7
"2023:12:23 06:20"|"6434"|"MELLE"|0|0||310.2|353.1|-44.2
"2023:12:23 06:30"|"6434"|"MELLE"|0|0||322.7|353.3|-31.7
"2023:12:23 06:40"|"6434"|"MELLE"|0|0||337.7|354.4|-17.3
"2023:12:23 06:50"|"6434"|"MELLE"|0|0||337.9|354.7|-17.4
"2023:12:23 07:00"|"6434"|"MELLE"|0|0||327.7|354.2|-27.2
"2023:12:23 07:10"|"6434"|"MELLE"|0|0||335.5|354.3|-19.2
"2023:12:23 07:20"|"6434"|"MELLE"|0|0||330.5|354|-24
"2023:12:23 07:30"|"6434"|"MELLE"|0|0||338.9|354.4|-15.7
"2023:12:23 07:40"|"6434"|"MELLE"|0|0||339|354.7|-15.3
"2023:12:23 07:50"|"6434"|"MELLE"|0|0||326.4|353.9|-25.3
"2023:12:23 08:00"|"6434"|"MELLE"|4.7|0||316.7|353.4|-31.2
"2023:12:23 08:10"|"6434"|"MELLE"|12.1|1.1||307.1|353.4|-35.2
"2023:12:23 08:20"|"6434"|"MELLE"|23.5|4||296.7|352.4|-36.2
"2023:12:23 08:30"|"6434"|"MELLE"|26|3.9||333.5|355.6|0
"2023:12:23 08:40"|"6434"|"MELLE"|28.5|4.2||344.3|357.4|11.1
"2023:12:23 08:50"|"6434"|"MELLE"|20.1|2.6||346.9|357.5|6.9
"2023:12:23 09:00"|"6434"|"MELLE"|20.2|2.5||347|357.9|6.8
"2023:12:23 09:10"|"6434"|"MELLE"|22.3|3.1||346.2|358.4|6.9
"2023:12:23 09:20"|"6434"|"MELLE"|27.6|4||344.9|358.6|9.8
"2023:12:23 09:30"|"6434"|"MELLE"|42.9|7.2||341.5|359.1|18.2
"2023:12:23 09:40"|"6434"|"MELLE"|50.6|8.9||343.2|359.7|25.2
"2023:12:23 09:50"|"6434"|"MELLE"|56.6|10.3||342.8|360.2|28.9
"2023:12:23 10:00"|"6434"|"MELLE"|61.7|11.4||343.7|360.6|33.4
"2023:12:23 10:10"|"6434"|"MELLE"|85.6|17.1||343.6|362|50.1
"2023:12:23 10:20"|"6434"|"MELLE"|95.6|19.5||343.4|362.6|56.9
"2023:12:23 10:30"|"6434"|"MELLE"|99.8|19.7||339|362.9|56.2
"2023:12:23 10:40"|"6434"|"MELLE"|96.6|19.1||344.4|363.6|58.3
"2023:12:23 10:50"|"6434"|"MELLE"|129.7|27||331.9|364.1|70.5
"2023:12:23 11:00"|"6434"|"MELLE"|232.3|60.7||296|365.3|102.3
"2023:12:23 11:10"|"6434"|"MELLE"|280.2|76||284.9|367.2|121.8
"2023:12:23 11:20"|"6434"|"MELLE"|235.9|61.4||288|366.5|96
"2023:12:23 11:30"|"6434"|"MELLE"|120.6|24.9||313.3|363.8|45.2
"2023:12:23 11:40"|"6434"|"MELLE"|91.4|17.3||336.1|363.9|46.3
"2023:12:23 11:50"|"6434"|"MELLE"|117.4|24.1||339.8|365.3|67.7
"2023:12:23 12:00"|"6434"|"MELLE"|95.9|18.2||338.5|364.5|51.6
"2023:12:23 12:10"|"6434"|"MELLE"|83.2|15.4||344.4|364.2|48
"2023:12:23 12:20"|"6434"|"MELLE"|82.8|16.7||347.5|363.9|49.7
"2023:12:23 12:30"|"6434"|"MELLE"|103.4|21.7||344.4|364.5|61.7
"2023:12:23 12:40"|"6434"|"MELLE"|91.1|18.1||346|364.3|54.6
"2023:12:23 12:50"|"6434"|"MELLE"|79.2|14.9||345.7|363.9|46.1
"2023:12:23 13:00"|"6434"|"MELLE"|61.6|10.8||347.3|363.2|34.9
"2023:12:23 13:10"|"6434"|"MELLE"|40|5.5||347.6|361.9|20.1
"2023:12:23 13:20"|"6434"|"MELLE"|36.2|4.8||348|361.6|17.7
"2023:12:23 13:30"|"6434"|"MELLE"|48.4|7.8||345.1|361.9|23.8
"2023:12:23 13:40"|"6434"|"MELLE"|61.2|10.7||332.4|361.8|21.1
"2023:12:23 13:50"|"6434"|"MELLE"|67.8|12.5||343.1|363|35.4
"2023:12:23 14:00"|"6434"|"MELLE"|58.5|10.1||344.8|362.9|30.4
"2023:12:23 14:10"|"6434"|"MELLE"|46.1|7.4||347|362.5|23.3
"2023:12:23 14:20"|"6434"|"MELLE"|27|3.4||347.6|361.6|9.6
"2023:12:23 14:30"|"6434"|"MELLE"|21.2|2.2||348.2|361.2|6
"2023:12:23 14:40"|"6434"|"MELLE"|16.1|1.2||348|361|2
"2023:12:23 14:50"|"6434"|"MELLE"|17.9|1.7||347.6|361|2.8
"2023:12:23 15:00"|"6434"|"MELLE"|21.5|2.9||347.6|361.1|5.1
"2023:12:23 15:10"|"6434"|"MELLE"|17|1.8||346.8|360.8|1.2
"2023:12:23 15:20"|"6434"|"MELLE"|8.9|0||347.3|360.5|-3.9
"2023:12:23 15:30"|"6434"|"MELLE"|5.3|0||347.1|360.2|-6.5
"2023:12:23 15:40"|"6434"|"MELLE"|2.4|0||347.7|360|-8.2
"2023:12:23 15:50"|"6434"|"MELLE"|0|0||333.3|358.9|-21.4
"2023:12:23 16:00"|"6434"|"MELLE"|0|0||300.5|356.2|-53.4
"2023:12:23 16:10"|"6434"|"MELLE"|0|0||283.6|353.7|-71.2
"2023:12:23 16:20"|"6434"|"MELLE"|0|0||278.8|351.4|-75.4
"2023:12:23 16:30"|"6434"|"MELLE"|0|0||278.6|351.3|-75.6
"2023:12:23 16:40"|"6434"|"MELLE"|0|0||278|350.8|-75.8
"2023:12:23 16:50"|"6434"|"MELLE"|0|0||275.6|350.2|-77.8
"2023:12:23 17:00"|"6434"|"MELLE"|0|0||274.5|349.7|-78.4
"2023:12:23 17:10"|"6434"|"MELLE"|0|0||275.7|349.4|-76.9
"2023:12:23 17:20"|"6434"|"MELLE"|0|0||276.5|349.3|-75.9
"2023:12:23 17:30"|"6434"|"MELLE"|0|0||276.5|348.4|-75.1
"2023:12:23 17:40"|"6434"|"MELLE"|0|0||276.4|347.9|-74.7
"2023:12:23 17:50"|"6434"|"MELLE"|0|0||296.9|349.8|-55.4
"2023:12:23 18:00"|"6434"|"MELLE"|0|0||323.6|353.3|-30.9
"2023:12:23 18:10"|"6434"|"MELLE"|0|0||326.1|353.5|-28.8
"2023:12:23 18:20"|"6434"|"MELLE"|0|0||299.6|352.5|-54.7
"2023:12:23 18:30"|"6434"|"MELLE"|0|0||292.3|350.2|-60.7
"2023:12:23 18:40"|"6434"|"MELLE"|0|0||304|351.9|-49.7
"2023:12:23 18:50"|"6434"|"MELLE"|0|0||307.1|352.2|-46.9
"2023:12:23 19:00"|"6434"|"MELLE"|0|0||319.1|353.2|-35.3
"2023:12:23 19:10"|"6434"|"MELLE"|0|0||306.2|352.1|-47.7
"2023:12:23 19:20"|"6434"|"MELLE"|0|0||315.8|352.8|-38.4
"2023:12:23 19:30"|"6434"|"MELLE"|0|0||315.4|352.5|-38.6
"2023:12:23 19:40"|"6434"|"MELLE"|0|0||308.2|351.4|-45.3
"2023:12:23 19:50"|"6434"|"MELLE"|0|0||317.7|352.6|-36.4
"2023:12:23 20:00"|"6434"|"MELLE"|0|0||332.4|354.8|-23.1
"2023:12:23 20:10"|"6434"|"MELLE"|0|0||336.2|355.6|-20
"2023:12:23 20:20"|"6434"|"MELLE"|0|0||329.1|355|-26.8
"2023:12:23 20:30"|"6434"|"MELLE"|0|0||328.4|355.2|-27.7
"2023:12:23 20:40"|"6434"|"MELLE"|0|0||334.7|355.7|-21.8
"2023:12:23 20:50"|"6434"|"MELLE"|0|0||340.3|356|-16.4
"2023:12:23 21:00"|"6434"|"MELLE"|0|0||343.9|356.8|-13.4
"2023:12:23 21:10"|"6434"|"MELLE"|0|0||347.1|357.3|-10.7
"2023:12:23 21:20"|"6434"|"MELLE"|0|0||347|357.7|-11.1
"2023:12:23 21:30"|"6434"|"MELLE"|0|0||347.6|357.9|-10.7
"2023:12:23 21:40"|"6434"|"MELLE"|0|0||350.3|358.4|-8.3
"2023:12:23 21:50"|"6434"|"MELLE"|0|0||351.3|358.6|-7.5
"2023:12:23 22:00"|"6434"|"MELLE"|0|0||351.1|358.5|-7.7
"2023:12:23 22:10"|"6434"|"MELLE"|0|0||351.3|359.1|-8
"2023:12:23 22:20"|"6434"|"MELLE"|0|0||350|359.2|-9.4
"2023:12:23 22:30"|"6434"|"MELLE"|0|0||349.8|359.1|-9.5
"2023:12:23 22:40"|"6434"|"MELLE"|0|0||348.8|358.9|-10.5
"2023:12:23 22:50"|"6434"|"MELLE"|0|0||348|358.6|-11.1
"2023:12:23 23:00"|"6434"|"MELLE"|0|0||345.1|358.8|-14
"2023:12:23 23:10"|"6434"|"MELLE"|0|0||343.4|358.7|-15.6
"2023:12:23 23:20"|"6434"|"MELLE"|0|0||339.5|358.4|-19.4
"2023:12:23 23:30"|"6434"|"MELLE"|0|0||342.5|358.8|-16.7
"2023:12:23 23:40"|"6434"|"MELLE"|0|0||349.8|359.2|-9.8
"2023:12:23 23:50"|"6434"|"MELLE"|0|0||352.3|359.7|-7.7
"2023:12:24 00:00"|"6434"|"MELLE"|0|0||353.4|360.1|-7
"2023:12:24 00:10"|"6434"|"MELLE"|0|0||353.9|359.9|-6.2
"2023:12:24 00:20"|"6434"|"MELLE"|0|0||353.6|359.7|-6.3
"2023:12:24 00:30"|"6434"|"MELLE"|0|0||353.9|359.9|-6.1
"2023:12:24 00:40"|"6434"|"MELLE"|0|0||354.3|360.3|-6.1
"2023:12:24 00:50"|"6434"|"MELLE"|0|0||354.5|360.5|-6.1
"2023:12:24 01:00"|"6434"|"MELLE"|0|0||354.8|360.9|-6.3
"2023:12:24 01:10"|"6434"|"MELLE"|0|0||355.6|361.2|-5.6
"2023:12:24 01:20"|"6434"|"MELLE"|0|0||356.8|361.1|-5.4
"2023:12:24 01:30"|"6434"|"MELLE"|0|0||357.5|360.4|-3.3
"2023:12:24 01:40"|"6434"|"MELLE"|0|0||357.2|360.3|-3.2
"2023:12:24 01:50"|"6434"|"MELLE"|0|0||358.5|360.4|-1.9
"2023:12:24 02:00"|"6434"|"MELLE"|0|0||361.1|359.1|1.5
"2023:12:24 02:10"|"6434"|"MELLE"|0|0||362.3|359.7|2.1
"2023:12:24 02:20"|"6434"|"MELLE"|0|0||362.3|360.1|1.8
"2023:12:24 02:30"|"6434"|"MELLE"|0|0||362.5|360.3|1.8
"2023:12:24 02:40"|"6434"|"MELLE"|0|0||362.8|360.3|2
"2023:12:24 02:50"|"6434"|"MELLE"|0|0||363.3|360.7|2.3
"2023:12:24 03:00"|"6434"|"MELLE"|0|0||362.9|361.1|1.4
"2023:12:24 03:10"|"6434"|"MELLE"|0|0||362.4|361.3|0.9
"2023:12:24 03:20"|"6434"|"MELLE"|0|0||363.9|361.4|2.2
"2023:12:24 03:30"|"6434"|"MELLE"|0|0||363.4|361.2|2
"2023:12:24 03:40"|"6434"|"MELLE"|0|0||363.7|361.3|2
"2023:12:24 03:50"|"6434"|"MELLE"|0|0||363.4|361.6|1.4
"2023:12:24 04:00"|"6434"|"MELLE"|0|0||363.1|361.8|0.8
"2023:12:24 04:10"|"6434"|"MELLE"|0|0||363.3|361.9|1
"2023:12:24 04:20"|"6434"|"MELLE"|0|0||363.7|361.6|1.9
"2023:12:24 04:30"|"6434"|"MELLE"|0|0||363.5|361.8|1.6
"2023:12:24 04:40"|"6434"|"MELLE"|0|0||363.9|361.8|2.1
"2023:12:24 04:50"|"6434"|"MELLE"|0|0||364.2|361.8|2.3
"2023:12:24 05:00"|"6434"|"MELLE"|0|0||364.4|362|2.1
"2023:12:24 05:10"|"6434"|"MELLE"|0|0||364.4|362.1|1.9
"2023:12:24 05:20"|"6434"|"MELLE"|0|0||364.5|362.1|2
"2023:12:24 05:30"|"6434"|"MELLE"|0|0||363.9|362.1|1.4
"2023:12:24 05:40"|"6434"|"MELLE"|0|0||364.4|361.9|2.1
"2023:12:24 05:50"|"6434"|"MELLE"|0|0||364.2|362.4|1.4
"2023:12:24 06:00"|"6434"|"MELLE"|0|0||364.7|362.7|1.7
"2023:12:24 06:10"|"6434"|"MELLE"|0|0||364.4|362.7|1.4
"2023:12:24 06:20"|"6434"|"MELLE"|0|0||365|362.8|1.9
